,text,meta_text
542,"yes , someone backed into me in a parking lot . it wasn't that serious , and i went to a highly rated body shop to get it fixed . the car is in great shape overall . ",inform
543,"that's good . it looks like it's in good shape from the picture you posted . seeing as it's 10 years old , would you be willing to take $3000 for it ? ",init-price
544,"i can do $3 , 600 . ",counter-price
545,"ok , that sounds fair . ",agree
546,<end>,<end>
547,hello i am interested in your listing . ,intro
548,"hello , great ! ",intro
549,we are running a special with 200 . 00 off . ,vague-price
550,would you like to put in an application ,inquire
551,would that be $200 off for just the first year and then the rate would go up by $200 or more the next year ? ,inquire
552,"no , the 200 would stay for the length of your lease and then would go up or stay the same based upon rental rates once you re up your lease . we are also offering 1/2 off security deposit at this time ",inform
553,"hmm ok . i notice it says ""hardwood-style"" flooring , that means it is laminate right ? ",inquire
554,yes that is correct ,inform
555,are there any amenities like a swimming pool or clubhouse ? ,inquire
556,we do offer swimming privileges with rent ,inform
557,"ok that all sounds really good . but for those amenities and the location , i'm told the rent really should be closer to the $2000 range so i'm wondering what i'm missing that is making the rate so high even with the small $200 discount . . . ",vague-price
558,"the rent in this location is comparable to other apartments in this neighborhood . we offer all applkiances already built into the home as well as granite countertops , walk in closets , oversized soaking tubs and a spacious area to live with 19ft lofts . ",supplemental
559,we would be willing to accept 2800 . 00 for the rent price ,init-price
560,well considering there are swimming privileges i think i could afford to go as high as $2750 ,counter-price
561,"that is very reasonable , we accept ! welcome to your new home ! ",agree
562,<end>,<end>
563,are you looking at the ad i posted ? ,inquire
564,"yes , the chairs look lovely . ",inform
565,they are a nice 1960's era antique set ,supplemental
566,"have the chairs been repainted recently , were they refinished professionally ? ",inquire
567,"yes , i had the chairs professionally repurposed so that they would be restored to an excellent condition . ",inform
568,how much are you asking for the set ? ,inquire
569,i'm asking $100 for the entire set . ,init-price
570,will that price include delivery ? ,inquire
571,i could work that out if you want delivery . ,inform
572,that sounds great . i only have $80 to spend . would you consider $80 ? ,counter-price
573,that's really too low for me if i am going to also deliver them for you . ,vague-price
574,would you take $80 if i came and picked them up myself ? ,counter-price
575,"okay , i will accept $80 . ",agree
576,sounds great ! ,thanks
577,when would be a good time for me to pick them up ? ,inquire
578,any time today would work great . ,inform
579,<end>,<end>
580,"hello i am interested in the property , id love to hear about and special features or details that were not included in the listing . ",intro
581,"well , it is a great place ! single family , great schools in the neighborhood . ",inform
582,if i wanted the property would you be willing to partition one of the rooms ? ,inquire
583,"sure , i would be able to do that ! ",inform
584,"outstanding , how about 3550 for the property and i will sign today . ",init-price
585,"that sounds like a great offer , but its below the listing price and that is without the partition . ",vague-price
586,how about 3650 ? ,counter-price
587,"you make a fair point , and drive a hard bargain , but i accept ",agree
588,great ! ,thanks
589,anything else that you need with it ? ,inquire
590,i would love it if you threw in patio furniture at that price . ,inform
591,sure ! i would love to do that ! we have a deal ! ,agree
592,<end>,<end>
593,hello . ,intro
594,hi there . ,intro
595,i wwould love to buy your mirrored nightstand . ,intro
596,can you please tell me more about it ? ,inquire
597,sure . it's almost 26 inches in height and just over 20 inches wide . it has 3 drawers and is mirrored on all sides . ,inform
598,alright . is $75 your final price ? ,init-price
599,it's negotiable since it does have some minor damage from everyday use . ,supplemental
600,i am willing to give you $37 for it right now . ,counter-price
601,"i'm sorry , i can't part with it for that price . ",disagree
602,could you possibly do $60 ? ,counter-price
603,no . ,disagree
604,how about $50 . ,counter-price
605,i can do $50 if you can pick it up today . ,agree
606,alright ! deal . ,agree
607,<end>,<end>
608,hello ,intro
609,"hi there , can you tell me is this from a smoke free home ? ",inquire
610,"i've never smoked a single cigarette in my entire life , so i can safely say it's smoke free . ",inform
611,"nice , and good to know . ",unknown
612,"the wear on this isn't like garish scratches , just light discoloration - i think it makes it look a bit homely , personally . ",supplemental
613,hmm . i like it still but is it the original varnish ? ,inquire
614,"yes , i've never altered it in any way ",inform
615,"okay sounds good , could you take $490 ? ",init-price
616,i can't go lower than at least $510 ,counter-price
617,can we meet at $500 ? ,counter-price
618,i suppose that'll do . ,agree
619,<end>,<end>
620,hello ! do you have any questions about the prius ? ,intro
621,"how many miles does it have on it ? you say ""had backup camera"" does it work ? ",inquire
622,"there are 180 , 000 miles on the car , mainly highway . it is a good runner . it does have a backup camera , but only works when it wants to . i don't use it often so i never got it looked at for repair . ",inform
623,"how many miles does it have on it ? you say ""had backup camera"" does it work ? ",inquire
624,i need something reliable . it does have a lot of miles on it . mostly highway though . ,inform
625,would you accept 2100 ? ,init-price
626,"it is a very reliable car . it does have higher miles , however toyota's are very well known for lasting . ",supplemental
627,"i'm not able to accept $2 , 100 , that is too low , less than half of what i'm asking . ",disagree
628,"i will need to have some work done on it , it sounds like . maybe an electrical problem somewhere . its for my daughter , she's going to college next month . ",supplemental
629,how old are the tires ? ,inquire
630,"this would be a great car for her ! tires i replaced about 3 months ago , and only have about 2 , 000 miles on them . they are a very good all weather tire . ",inform
631,sweet . okay . i can go as high as $2250 . but that's really all i can afford at this time . ,counter-price
632,"i can't go that low , unfortunately . the tires alone are practically new , and were $700 new . i can drop it to $3 , 900 . ",counter-price
633,"or , if it helps , i can take the $2 , 250 as a deposit and hold for you for a month so you can come up with the rest of the money . ",counter-price
634,that's too steep for me at this time . i still would have to make sure it is roadworthy . that's really nice of you but i will need that month to get it ready for her to take to college . ,disagree
635,"ok , let me know if you change your mind . i would love to help you out , but i can't go for half of what i'm asking . ",disagree
636,<end>,<end>
637,hi ,intro
638,hi ! are you interested in my radio ? ,intro
639,"yes , i am can you tell me the condition ? ",inquire
640,it's new in box . i got it as a gift and never used it ! ,inform
641,but it does work correct ? ,inquire
642,"i assume since it's never been opened . if you can't get it to work , i'll gladly let you return it ! ",inform
643,fair enough ,unknown
644,i'm selling it for $12 . are you interested ? ,init-price
645,could you come down to $8 ? ,counter-price
646,i'd really like at least $10 ,counter-price
647,ok that seem like we are meeting in the middle and fair to both of us . ,agree
648,great ! ,thanks
649,<end>,<end>
650,"hi , how long have you owned the bunk beds ? ",inquire
651,"about 2 years . our boys are growing so fast , that they already need new beds . ",inform
